Participant_#,Age,Bio_sex,Gender,Gender_Update,Gender_Update_6_TEXT,Ethnicity_Eng,Ethnicity,Residence,Country_abortion_policy,Country_genderequalGII,Education,Sexuality,Sexuality_5_TEXT,Relationship_status,Relationship_status_7_TEXT,Relationship_status.0,Children,Children_number,Political_view_2,centercountrypolitics,countrypolitics_2,US_politicalparty,US_politicalparty_5_TEXT,UK_politicalparty,UK_politicalparty_5_TEXT,Mexico_polilticalpar,Mexico_poliparty_English,Mexico_polilticalpar_5_TEXT,India_politicalparty,India_politicalparty_5_TEXT,Religious,Religious_2_English,Religious_2_TEXT,Religious1,Spiritual,Angela_single,Angela_committed,Angela_married,Risky_preg,fetal_abnormality,career,rel_dissolution,no_rel,sheYES_heNO,sheNO_heYES,sheYES_heYES,GRAS_1,GRAS_2,GRAS_3,GRAS_4,GRAS_5,GRAS_6,GRAS_7,GRAS_8,GRAS_9,GRAS_10,GRAS_11,GRAS_12,GRAS_13,GRAS_14,GRAS_15,GRAS_16,GRAS_17,GRAS_18,GRAS_19,GRAS_20,Pronat1,Pronat2,Pronat3,Pronat4,Importance,Pronatal_mean,SOI_1,SOI_2,SOI_3,SOI_attitudes_1,SOI_attitudes_2,SOI_attitudes_3,SOI_thoughts_1,SOI_thoughts_2,SOI_thoughts_3,BAN,BG1,BG2,BG3,BG4,BG5,Abort,Abort_When_Eng,Abort_when,region,Angela1R,Angela2R,Angela3R,Angela4R,Angela5R,Angela6R,Angela7R,Angela8R,Angela9R,Angela10R,Angela11R,Abortion_attitude_SUM,GRAS1R,GRAS2R,GRAS3R,GRAS4R,GRAS5R,GRAS6R,GRAS7R,GRAS_MEAN,SOI_behavior_MEAN,SOI_attitudes1R,SOI_attitudes2R,SOI_attitude_MEAN,SOI_desire_MEAN,SOI,BG_MEAN,Gender_dummy,Religious_dummy
P776,75.0,4.0,,2.0,,NA,male,4.0,6.0,0.204,4.0,1.0,,6.0,,44 years,1.0,3,0.0,0.0,0.0,2.0,,,,,,,,,1.0,,,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,3.4,2.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3.3333333333333335,5.0,5.0,4.666666666666667,3.3333333333333335,3.7777777777777777,3.0,1.0,0.0
P822,36.0,4.0,,2.0,,Black,Black,4.0,6.0,0.204,4.0,1.0,,3.0,,7 years,1.0,1,0.5,4.0,2.0,1.0,,,,,,,,,1.0,,,,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.4,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.6666666666666665,2.0,3.5555555555555554,3.0,1.0,0.0
P843,60.0,4.0,,2.0,,White,american,4.0,6.0,0.204,8.0,2.0,,6.0,,25,2.0,,0.0,0.0,0.0,5.0,none,,,,,,,,1.0,,,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.2,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,2.0,,,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.9,1.0,3.0,1.0,2.3333333333333335,1.0,1.4444444444444444,3.8,1.0,0.0
P531,34.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,2 years,2.0,,1.0,1.0,4.0,,,,,,,,3.0,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,2.0,2.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.6666666666666667,1.0,1.0,1.0,2.0,1.5555555555555556,4.0,1.0,0.0
P476,25.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,7.0,3.0,,2.0,,5,2.0,,1.0,1.0,4.0,,,,,,,,3.0,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.4,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.7,4.0,5.0,5.0,3.6666666666666665,3.6666666666666665,3.7777777777777777,4.8,1.0,0.0
P426,37.0,4.0,,2.0,,White,White,3.0,5.0,0.488,8.0,1.0,,6.0,,8,1.0,2,1.0,3.0,4.0,,,,,,,,2.0,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.4,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0
P431,22.0,4.0,,2.0,,NA,Phone,3.0,5.0,0.488,7.0,1.0,,1.0,,,2.0,,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,3.6,3.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,5.0,1.0,3.0,5.0,3.0,5.0,4.0,1.0,2,2,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,2.6,2.0,4.0,3.0,2.6666666666666665,4.0,2.888888888888889,4.0,1.0,0.0
P535,25.0,4.0,,2.0,,Indian,indian,3.0,5.0,0.488,7.0,3.0,,2.0,,5,2.0,,1.0,1.0,4.0,,,,,,,,3.0,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.4,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,0.0
P536,25.0,4.0,,2.0,,Indian,indian,3.0,5.0,0.488,7.0,3.0,,2.0,,5,2.0,,1.0,1.0,4.0,,,,,,,,3.0,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,2.45,5.0,4.0,5.0,3.3333333333333335,4.0,4.111111111111111,5.0,1.0,0.0
P578,25.0,4.0,,2.0,,Indian,Asian Indian,3.0,5.0,0.488,8.0,1.0,,1.0,,,2.0,,0.9,4.0,4.0,,,,,,,,4.0,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.55,1.0,1.0,1.0,1.3333333333333333,1.0,1.1111111111111112,3.4,1.0,0.0
P620,20.0,4.0,,2.0,,Asian,Asian,3.0,5.0,0.488,5.0,1.0,,3.0,,6 years,2.0,,1.0,3.0,4.0,,,,,,,,11.0,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.8,2.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.85,1.6666666666666667,5.0,5.0,3.6666666666666665,4.333333333333333,3.2222222222222223,4.2,1.0,0.0
P489,25.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,7.0,3.0,,2.0,,5,2.0,,1.0,1.0,4.0,,,,,,,,3.0,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,3.4,4.0,4.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0,1,1,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.7,4.0,4.0,4.0,3.0,3.6666666666666665,3.5555555555555554,4.8,1.0,0.0
P622,31.0,4.0,,2.0,,Asian,Asian,3.0,5.0,0.488,8.0,1.0,,1.0,,,2.0,,0.5,1.0,2.0,,,,,,,,3.0,,1.0,,,,4.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,India,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.1,1.0,4.0,4.0,3.6666666666666665,1.0,1.8888888888888888,3.0,1.0,0.0
P514,52.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,7.0,1.0,,6.0,,20,1.0,2,0.5,0.0,2.0,,,,,,,,5.0,NOTA - None of the above,1.0,,,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,7.0,2.0,2.0,3.0,3.0,3.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.4,1.3333333333333333,2.0,2.0,2.6666666666666665,2.6666666666666665,2.2222222222222223,2.6,1.0,0.0
P541,59.0,4.0,,2.0,,Indian,indian,3.0,5.0,0.488,4.0,1.0,,6.0,,25,1.0,1,0.5,3.0,2.0,,,,,,,,11.0,,1.0,,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.6,2.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,3.65,3.6666666666666665,3.0,3.0,3.3333333333333335,2.0,3.0,1.6,1.0,0.0
P558,21.0,4.0,,2.0,,Hindu,Hindu,3.0,5.0,0.488,8.0,1.0,,1.0,,,2.0,,0.5,1.0,2.0,,,,,,,,3.0,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.8,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.35,1.0,5.0,5.0,4.333333333333333,2.6666666666666665,2.6666666666666665,1.0,1.0,0.0
P481,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,9,1.0,1,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.8,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,2.45,1.6666666666666667,5.0,5.0,3.6666666666666665,1.0,2.111111111111111,4.4,1.0,0.0
P524,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,12,1.0,1,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.4,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.6,2.3333333333333335,5.0,5.0,4.333333333333333,2.3333333333333335,3.0,4.2,1.0,0.0
P529,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,13,1.0,1,1.0,1.0,4.0,,,,,,,,3.0,,1.0,,,,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.6,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.6,3.0,5.0,4.0,3.6666666666666665,2.3333333333333335,3.0,4.6,1.0,0.0
P459,21.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,1.0,,,2.0,,0.8,1.0,4.0,,,,,,,,3.0,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.8,2.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.75,1.6666666666666667,4.0,5.0,4.333333333333333,2.6666666666666665,2.888888888888889,4.8,1.0,0.0
P472,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,4,2.0,,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,2.4,3.3333333333333335,5.0,5.0,5.0,3.3333333333333335,3.888888888888889,5.0,1.0,0.0
P473,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,5,2.0,,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.5,3.3333333333333335,5.0,5.0,5.0,3.3333333333333335,3.888888888888889,4.8,1.0,0.0
P474,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,5,2.0,,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.5,3.3333333333333335,5.0,5.0,5.0,3.6666666666666665,4.0,5.0,1.0,0.0
P522,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,4,2.0,,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.45,3.3333333333333335,5.0,4.0,4.666666666666667,3.3333333333333335,3.7777777777777777,4.8,1.0,0.0
P523,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,5,2.0,,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.45,3.3333333333333335,5.0,5.0,4.0,3.3333333333333335,3.5555555555555554,5.0,1.0,0.0
P526,35.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,4,2.0,,0.9,1.0,4.0,,,,,,,,3.0,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,3.8,4.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.5,3.3333333333333335,5.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,4.8,1.0,0.0
P430,34.0,4.0,,2.0,,NA,Prefer not to answer,3.0,5.0,0.488,4.0,1.0,,1.0,,,2.0,,0.5,0.0,2.0,,,,,,,,5.0,none,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,2.8,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,3.8,1.6666666666666667,3.0,2.0,2.6666666666666665,1.0,1.7777777777777777,3.0,1.0,0.0
P517,23.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,1.0,,,2.0,,0.5,1.0,2.0,,,,,,,,3.0,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.2,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3333333333333335,3.0,2.0,2.6666666666666665,3.0,2.6666666666666665,3.0,1.0,0.0
P572,33.0,4.0,,2.0,,White,Caucasian,3.0,5.0,0.488,8.0,1.0,,6.0,,7,1.0,1,0.5,3.0,2.0,,,,,,,,11.0,,1.0,,,,4.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,India,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.9,2.0,3.0,2.0,3.0,2.0,2.3333333333333335,3.0,1.0,0.0
